Record ID,First Name,Last Name,Email,Phone Number,Contact owner,Last Activity Date,Lead Status,Marketing contact status,Create Date,Mobile Phone Number
3.01876E+11,AUDREY,COURQUIN,awaryn@gmail.com,669115261,,,,Marketing contact,20/05/2025 09:57,
3.01011E+11,CHARBEL,HAKIKI,,33753773450,Aymane Benani,19/05/2025 19:02,,Non-marketing contact,19/05/2025 19:14,
3.01015E+11,ELIE,SAADE,contact@oliviertraiteurlibanais.fr,,,,,Non-marketing contact,19/05/2025 18:37,
3.00947E+11,CAMILLE,BARREAU,camille.barreau33@gmail.com,766309053,,,,Marketing contact,19/05/2025 18:11,766309053
3.00949E+11,Karim,Chahbouni,chahbouniplomberie@gmail.com,662639000,,,,Marketing contact,19/05/2025 17:36,662639000
3.00965E+11,,New RingOver Contact,,33674684626,Ali KAMAL,21/05/2025 16:39,,Non-marketing contact,19/05/2025 17:20,
3.00841E+11,Mattéï,Parent,mattei.parent@gmail.com,625465935,,,,Marketing contact,19/05/2025 15:36,
3.0085E+11,GARROT,THOMAS,smashkaburger@gmail.com,,,,,Non-marketing contact,19/05/2025 15:34,
3.0081E+11,Agathe,Gourbin,agatheg56@hotmail.fr,695592001,Aymane Benani,19/05/2025 16:06,,Marketing contact,19/05/2025 14:49,
3.00694E+11,Sophie,MONTERNIER,smonternier@agencefantastic.com,786598503,,,,Marketing contact,19/05/2025 12:35,
3.00694E+11,,pablo martigne ,,33631170918,Aymane Benani,19/05/2025 14:05,,Non-marketing contact,19/05/2025 12:30,
3.00594E+11,,client chat ?,,33750260770,Aymane Benani,19/05/2025 11:04,,Non-marketing contact,19/05/2025 10:21,
3.00423E+11,,mendy,,33661669383,Aymane Benani,19/05/2025 10:15,,Non-marketing contact,19/05/2025 10:18,
2.99854E+11,Mohamed,Rezaikia,lechaoui.restaurant@gmail.com,646821177,,,,Marketing contact,19/05/2025 02:31,646821177
2.99427E+11,,,golf.gti.1800@orange.fr,,,,,Marketing contact,18/05/2025 20:52,
2.99359E+11,,,fadelarhal@gmail.com,,,,,Marketing contact,18/05/2025 18:38,
2.98783E+11,Anissa,Haba,iam.agfood@outlook.com,760827927,Youssef Ak-kad,19/05/2025 13:21,,Marketing contact,18/05/2025 10:46,
2.98497E+11,,,nassimamouhed683@gmail.com,,,,,Marketing contact,18/05/2025 06:58,
2.97744E+11,,,yassine.deriol@gmail.com,,,,,Marketing contact,17/05/2025 17:43,
2.97555E+11,Claire,Cieslar,cieslarclaire@gmail.com,651831857,,,,Marketing contact,17/05/2025 17:26,651831857
2.97509E+11,Frédéric,poupinot,a.poupinot@wanadoo.fr,164074111,Youssef Ak-kad,19/05/2025 13:16,,Marketing contact,17/05/2025 16:52,
2.84406E+11,Lydia,Gazdalli,aidel.lydia@hotmail.fr,769670795,,,,Marketing contact,17/05/2025 09:20,
2.9587E+11,abdeslam,amagour,lagerbedeblecharleville1@gmail.com,,,,,Marketing contact,17/05/2025 00:18,652449871
2.95826E+11,Julien,Garrec,garrec.ju@gmail.com,658261420,,,,Marketing contact,16/05/2025 23:58,658261420
2.95411E+11,,5 tani,,33610960495,Aymane Benani,21/05/2025 10:51,,Non-marketing contact,16/05/2025 18:07,
2.89103E+11,Marie christine,Giraud,heblaise2@gmail.com,645379727,,,,Marketing contact,16/05/2025 17:37,
2.95269E+11,,Mathéo ,,33661033046,Aymane Benani,16/05/2025 16:04,,Non-marketing contact,16/05/2025 16:05,
2.9531E+11,Pizzas L'Olivier,,,33603100354,Youssef Ak-kad,19/05/2025 18:55,,Non-marketing contact,16/05/2025 15:09,
2.95167E+11,Taner,KOTAN,topkapirouen@gmail.com,,Youssef Ak-kad,,,Non-marketing contact,16/05/2025 13:35,
2.95122E+11,Céline,GAY,petitecel@hotmail.com,,,,,Non-marketing contact,16/05/2025 13:13,
2.95139E+11,Céline,GAY,crispythailyon@gmail.com,,,,,Non-marketing contact,16/05/2025 13:08,613801002
2.95142E+11,Adeline,Blachere,adeline.blachere@laposte.net,765277437,,,,Marketing contact,16/05/2025 12:28,765277437
2.95066E+11,ruben,,,33662347813,Youssef Ak-kad,20/05/2025 10:43,,Non-marketing contact,16/05/2025 11:35,
2.94975E+11,thomas,le pavoux,thomaslepavoux@gmail.com,666511454,Youssef Ak-kad,16/05/2025 12:04,,Marketing contact,16/05/2025 08:59,666511454
2.94736E+11,Theo,Chan tsin,koijtresto@gmail.com,628754116,,,,Marketing contact,16/05/2025 04:42,628754116
2.94461E+11,Kévin,Bernard,alinebernard0199@orange.fr,614870408,,,,Marketing contact,15/05/2025 23:27,614870408
2.94396E+11,Mamoudou,Dembele,nawel_dembele@hotmail.fr,768222597,Youssef Ak-kad,16/05/2025 11:51,,Marketing contact,15/05/2025 21:44,
2.94044E+11,Yanis chat,,,33753442830,Youssef Ak-kad,15/05/2025 18:31,,Non-marketing contact,15/05/2025 18:31,
2.94251E+11,Sandrine,KOUKPAKI,ifechou2@gmail.com,751378972,,,,Marketing contact,15/05/2025 17:47,
2.94245E+11,,New RingOver Contact,,33640746353,Ali KAMAL,15/05/2025 17:20,,Non-marketing contact,15/05/2025 17:20,
2.85906E+11,Patrick,Abrami,abramipatrick@acomcommunication.lu,621293330,,,,Marketing contact,15/05/2025 16:45,621293330
2.9377E+11,JORDAN,BOUHANANE,jordan@cprod.fr,663187936,Youssef Ak-kad,16/05/2025 12:07,,Marketing contact,15/05/2025 14:23,
2.93414E+11,,New RingOver Contact,,33668463054,Aymane Benani,15/05/2025 13:41,,Non-marketing contact,15/05/2025 13:40,
2.93419E+11,ossama,,,33675052416,Youssef Ak-kad,15/05/2025 13:31,,Non-marketing contact,15/05/2025 13:38,
2.93415E+11,,DEBUF,,33610098072,Aymane Benani,15/05/2025 13:20,,Non-marketing contact,15/05/2025 13:25,
2.93925E+11,,New RingOver Contact,,33676961010,Ali KAMAL,15/05/2025 12:50,,Non-marketing contact,15/05/2025 12:55,
2.93631E+11,,Mehdi,,33637557665,Aymane Benani,15/05/2025 11:49,,Non-marketing contact,15/05/2025 11:49,
2.93419E+11,Hammad,,,33626990868,Ali KAMAL,15/05/2025 11:32,,Non-marketing contact,15/05/2025 11:30,
2.93592E+11,Hanana,FARHANE,lecasablanca38000@gmail.com,,,,,Non-marketing contact,15/05/2025 10:49,
2.92869E+11,Tiffany,Peter,dewynter.vincent@gmail.com,623324428,,,,Marketing contact,15/05/2025 00:43,623324428
2.9097E+11,Said,Ait hamouda,hotelfaculte@gmail.com,751198861,,,,Marketing contact,15/05/2025 00:34,
2.92801E+11,Obeydo-llah,Youbi,obeydallahyoubi@gmail.com,781736569,,,,Marketing contact,14/05/2025 22:41,
2.92652E+11,,New RingOver Contact,,33629828506,Aymane Benani,15/05/2025 10:43,,Non-marketing contact,14/05/2025 18:56,
2.5879E+11,FARID,BOUDIHAR,eatcorner09@gmail.com,652820725,Youssef Ak-kad,21/05/2025 16:50,,Marketing contact,14/05/2025 16:16,652820725
2.92305E+11,yasser,,,33763935740,Aymane Benani,14/05/2025 15:29,,Non-marketing contact,14/05/2025 15:07,
2.92247E+11,Rayan,Food Drancy,,33623388609,Ali KAMAL,14/05/2025 13:44,,Non-marketing contact,14/05/2025 12:27,
2.92218E+11,Kalvin,suisse ,,41788241040,Youssef Ak-kad,14/05/2025 11:27,,Non-marketing contact,14/05/2025 11:32,
2.92153E+11,Michel,Charpentier,dono1king@hotmail.fr,668810225,,,,Marketing contact,14/05/2025 11:20,668810225
2.9222E+11,Khitem,DANDANA,dandanaamine7@gmail.com,,,,,Non-marketing contact,14/05/2025 11:16,
2.92088E+11,MR le sage, fast food,,33762673241,Youssef Ak-kad,14/05/2025 11:07,,Non-marketing contact,14/05/2025 11:08,
2.92217E+11,,chicken house,,33661386166,Aymane Benani,14/05/2025 10:58,,Non-marketing contact,14/05/2025 10:59,
2.85791E+11,pascale,coint,coint.pascale@orange.fr,777921116,,,,Marketing contact,14/05/2025 09:59,777921116
2.91825E+11,Raouf,Aoues,raoues@ymail.com,663593007,,,,Marketing contact,14/05/2025 04:15,663593007
2.90863E+11,,chery ,,33663676114,Aymane Benani,14/05/2025 11:33,,Non-marketing contact,13/05/2025 18:26,
2.90989E+11,Nicolas,LEMOINE,likeat63@gmail.com,,,,,Non-marketing contact,13/05/2025 17:39,
2.91111E+11,STEPHANE,PELLETIER,ctp.pl@orange.fr,442786919,,,,Marketing contact,13/05/2025 17:14,442786919
2.91001E+11,Salma,Frioui,,33689165436,Ali KAMAL,14/05/2025 18:25,,Non-marketing contact,13/05/2025 16:22,
2.90866E+11,,RAMDAN,,33641446473,Aymane Benani,13/05/2025 16:06,,Non-marketing contact,13/05/2025 15:52,
2.90465E+11,,lemoine,,33769740126,Aymane Benani,14/05/2025 12:36,,Non-marketing contact,13/05/2025 12:49,
2.90762E+11,Rohith Reddy,Daggula,rohithd.reddy@gmail.com,33783915179,Aymane Benani,16/05/2025 12:39,,Marketing contact,13/05/2025 12:06,33783915179
2.71641E+11,wahabali,Aomar,boulang.persan@gmail.com,646320436,Youssef Ak-kad,16/05/2025 12:40,,Marketing contact,13/05/2025 12:05,
2.9063E+11,Samy,Goumidi,goumidisamy@gmail.com,695352667,,,,Marketing contact,13/05/2025 11:01,
2.90636E+11,NEO,INVEST,achat@neocorner.fr,,,,,Non-marketing contact,13/05/2025 11:01,146889970
2.8978E+11,Adil,Bouzalmad,osaveursdumsemen@gmail.com,33615083221,Aymane Benani,,,Marketing contact,12/05/2025 23:02,33615083221
2.89867E+11,Farahe,Bouzalmad,ajobfarahe@hotmail.fr,33749522453,Aymane Benani,16/05/2025 12:38,,Marketing contact,12/05/2025 22:55,33749522453
2.89568E+11,Stéphanie,Xiong,xiongstephanie40@gmail.com,610492336,,,,Marketing contact,12/05/2025 21:21,
2.89576E+11,Andreu,Fabrice,fafou83160@hotmail.fr,688175917,,,,Marketing contact,12/05/2025 21:18,688175917
2.89374E+11,Nesrine talbi,,,33750580848,Youssef Ak-kad,12/05/2025 18:00,,Non-marketing contact,12/05/2025 18:01,
2.89372E+11,Hôtel de pourtales,Hôtel de pourtales,gastonsavina@outlook.com,,,,,Non-marketing contact,12/05/2025 18:00,648397295
2.89355E+11,hakam,,,33683573918,Aymane Benani,12/05/2025 16:40,,Non-marketing contact,12/05/2025 16:59,
2.89356E+11,,,kevin@baytigroup.fr,,,,,Marketing contact,12/05/2025 16:27,
2.89268E+11,Damian,Mackay,,33687202930,Ali KAMAL,16/05/2025 10:45,,Non-marketing contact,12/05/2025 16:15,
2.89249E+11,Aziza,Haida,haidaazizaa@gmail.com,33612686410,Aymane Benani,12/05/2025 18:15,,Marketing contact,12/05/2025 14:30,33612686410
2.89168E+11,DANDANA Khitem,,,33766219795,Youssef Ak-kad,22/05/2025 17:34,,Non-marketing contact,12/05/2025 13:25,
2.89076E+11,,courtoise,,33627398725,Aymane Benani,16/05/2025 12:33,,Non-marketing contact,12/05/2025 13:06,
2.89069E+11,Kevin Beri,,,33635267409,Youssef Ak-kad,12/05/2025 12:09,,Non-marketing contact,12/05/2025 12:22,
2.89047E+11,,sany ,,33773239550,Aymane Benani,12/05/2025 11:56,,Non-marketing contact,12/05/2025 11:18,
2.88976E+11,,New RingOver Contact,,33759539105,Ali KAMAL,12/05/2025 10:58,,Non-marketing contact,12/05/2025 10:59,
2.89054E+11,,yassine firas,,33782343674,Aymane Benani,12/05/2025 10:57,,Non-marketing contact,12/05/2025 10:57,
2.89014E+11,,New RingOver Contact,,33142684062,NAHLA MIFTAH,12/05/2025 10:14,,Non-marketing contact,12/05/2025 10:14,
2.88516E+11,Alma,Abdallah,almaabdallah49@gmail.com,33625596623,Youssef Ak-kad,,,Marketing contact,11/05/2025 19:23,33625596623
2.88464E+11,Lokman,Sandar,zahraausman@hotmail.com,33640485149,Youssef Ak-kad,,,Marketing contact,11/05/2025 17:56,33640485149
2.883E+11,,,sandrine.labois@gmail.com,,,,,Marketing contact,11/05/2025 12:45,
2.87728E+11,Badr,Hassan,denisceline73@gmail.com,33764561278,Aymane Benani,16/05/2025 12:40,,Marketing contact,11/05/2025 12:25,33764561278
2.88279E+11,Florian,Duval,florianduval1999@live.fr,33628797293,Aymane Benani,19/05/2025 11:39,,Marketing contact,11/05/2025 11:37,33628797293
2.88086E+11,Rémy,CAUCHY,golf.gti.1800@hotmail.fr,33635391002,Aymane Benani,21/05/2025 11:09,,Marketing contact,11/05/2025 09:47,33635391002
2.87774E+11,Amélie,Morette,rubis08@hotmail.com,,,,,Marketing contact,10/05/2025 20:55,
2.87769E+11,,concept frais ,,32488033793,Aymane Benani,12/05/2025 18:25,,Non-marketing contact,10/05/2025 20:19,
2.8765E+11,Fikri,Abdelhafid,aafid@hotmail.fr,,,,,Non-marketing contact,10/05/2025 16:32,
2.87613E+11,Julien,Contreras,julien.contreras@gmail.com,604453349,,,,Marketing contact,10/05/2025 15:19,604453349
2.87468E+11,,New RingOver Contact,,447578528726,NAHLA MIFTAH,10/05/2025 10:45,,Non-marketing contact,10/05/2025 10:46,
2.8499E+11,YEN,TRAN,chatuchak.sas@gmail.com,620004104,,,,Marketing contact,10/05/2025 02:15,620004104
2.87299E+11,Mohammed,Akisti,akisti1@hotmail.fr,769893789,,,,Marketing contact,10/05/2025 01:41,769893789
2.8719E+11,Amar,SIDHOUM,amar-sidh@outlook.fr,33767377017,Aymane Benani,13/05/2025 11:08,,Marketing contact,10/05/2025 00:26,33767377017
2.86922E+11,Göksu,Cakir,ayazsas@outlook.fr,33750805081,Aymane Benani,09/05/2025 18:14,,Marketing contact,09/05/2025 17:33,33750805081
2.86911E+11,,Rabeh particulier ,,33619180295,Aymane Benani,09/05/2025 17:04,,Non-marketing contact,09/05/2025 17:05,
2.86911E+11,,SANKARA,,33676220400,Aymane Benani,09/05/2025 16:57,,Non-marketing contact,09/05/2025 17:02,
2.86854E+11,,zatou 2eme num,,33676819687,Aymane Benani,09/05/2025 16:45,,Non-marketing contact,09/05/2025 16:45,
2.86828E+11,Geneviève,Da Conceição do Nascimento,genevievedelrieu@sfr.fr,33623580827,Aymane Benani,,,Marketing contact,09/05/2025 15:19,33623580827
2.86744E+11,,New RingOver Contact,,33782972364,Youssef Ak-kad,09/05/2025 14:25,,Non-marketing contact,09/05/2025 14:26,
2.86135E+11,Ismaël,Aliassou,aliassou@hotmail.fr,781328349,,,,Marketing contact,09/05/2025 13:44,781328349
2.86726E+11,,,michelsteels@hotmail.be,,,,,Marketing contact,09/05/2025 12:38,
2.86712E+11,Pauline,Gaborit,pauline@labulleenbois.fr,33783444040,Aymane Benani,,,Marketing contact,09/05/2025 12:28,33783444040
2.86618E+11,elashri ,o’tacos montrouge,,33769308396,Youssef Ak-kad,09/05/2025 16:51,,Non-marketing contact,09/05/2025 12:26,
2.86683E+11,Jarod ,,,34671334684,Aymane Benani,09/05/2025 11:35,,Non-marketing contact,09/05/2025 12:02,
2.86663E+11,,New RingOver Contact,,33232834585,Ali KAMAL,13/05/2025 17:14,,Non-marketing contact,09/05/2025 11:18,
2.86175E+11,,,derbrelounis@gmail.com,,,,,Marketing contact,08/05/2025 22:02,
2.86167E+11,,New RingOver Contact,,33605758520,NAHLA MIFTAH,08/05/2025 21:12,,Non-marketing contact,08/05/2025 21:12,
2.86011E+11,Tahar,Triki,,33637754534,Ali KAMAL,08/05/2025 17:45,,Non-marketing contact,08/05/2025 17:49,
2.86042E+11,Saha,Bikash,foodland20174@gmail.com,33652951495,Ali KAMAL,08/05/2025 18:05,,Non-marketing contact,08/05/2025 17:23,33652951495
2.8609E+11,Didier,Casaluenga,dcasaluenga@hotmail.com,665500365,Ali KAMAL,21/05/2025 13:18,,Marketing contact,08/05/2025 17:22,
2.86014E+11,Willy,,,33650551816,Youssef Ak-kad,08/05/2025 16:17,,Non-marketing contact,08/05/2025 16:20,
2.8595E+11,Fayard,la corse,,33603558230,Youssef Ak-kad,08/05/2025 16:06,,Non-marketing contact,08/05/2025 16:11,
2.859E+11,Chez l'ancien,,,33762327972,Youssef Ak-kad,08/05/2025 16:26,,Non-marketing contact,08/05/2025 15:58,
2.85907E+11,Diana,Mouzykaeva,diana.mouzykaeva@outlook.be,32484823864,,,,Marketing contact,08/05/2025 14:21,
2.85821E+11,Rania,Oubad,oubad_rania@live.fr,613933880,,,,Marketing contact,08/05/2025 13:12,613933880
2.85771E+11,,New RingOver Contact,,34612223070,Aymane Benani,08/05/2025 12:46,,Non-marketing contact,08/05/2025 12:46,
2.85701E+11,Manuel,Rodriguez,m.rodriguez@yhden.fr,,,,,Non-marketing contact,08/05/2025 12:13,
2.85749E+11,Ines,Ahmed ben Said bachir,ines.ahmedbachir@gmail.com,33675671364,Youssef Ak-kad,08/05/2025 17:50,,Marketing contact,08/05/2025 11:32,33675671364
2.85679E+11,Hatun,Gorur,hatun.sayin68@gmail.com,33757483552,Ali KAMAL,,,Non-marketing contact,08/05/2025 11:12,33757483552
2.82024E+11,,,firas.yassine@interboutiq.com,,,,,Marketing contact,08/05/2025 11:00,
2.85716E+11,rashid livreur hfs,,,33624405142,Youssef Ak-kad,22/05/2025 11:32,,Non-marketing contact,08/05/2025 10:43,
2.85377E+11,Haris,Hamdard,hareshamdard53@gmail.com,33749274270,Youssef Ak-kad,08/05/2025 11:14,,Marketing contact,08/05/2025 02:30,33749274270
2.78716E+11,Marie laure,FARIAS,marielaurefarias@gmail.com,33615471075,Youssef Ak-kad,,,Marketing contact,08/05/2025 02:25,33615471075
2.85204E+11,Dehaze,David,adna.vip.transport@gmail.com,40759848828,Ali KAMAL,,,Marketing contact,07/05/2025 19:42,40759848828
2.84926E+11,,New RingOver Contact,,262262693932410,Youssef Ak-kad,07/05/2025 19:03,,Non-marketing contact,07/05/2025 19:03,
2.84991E+11,ATTILA ,,,33659366879,Aymane Benani,21/05/2025 11:56,,Non-marketing contact,07/05/2025 17:48,
2.84981E+11,Mohamed,LABRINSSI,medkoka04@gmail.com,615049272,,,,Marketing contact,07/05/2025 17:17,615049272
2.83659E+11,,,lepalaisg0300@outlook.com,,,,,Marketing contact,07/05/2025 16:36,
2.84571E+11,Leila,Amdouni,lefournilapizzas@gmail.com,33670487307,Youssef Ak-kad,08/05/2025 11:37,,Marketing contact,07/05/2025 13:55,33670487307
2.84544E+11,David,Valette,valette.david@outlook.com,563351101,,,,Marketing contact,07/05/2025 12:53,
2.84669E+11,Client italie,,,393201768818,Ali KAMAL,08/05/2025 18:19,,Non-marketing contact,07/05/2025 12:26,
2.84504E+11,Manuel,Rodriguez,,33622995671,Ali KAMAL,07/05/2025 12:04,,Non-marketing contact,07/05/2025 12:11,
2.84396E+11,MR kotan ,,,33679131720,Youssef Ak-kad,21/05/2025 17:09,,Non-marketing contact,07/05/2025 11:54,
2.84513E+11,Coban alex,,,33749618986,Youssef Ak-kad,07/05/2025 11:41,,Non-marketing contact,07/05/2025 11:46,
2.84505E+11,berger,bastien,brotherscorner02290@gmail.com,33671362664,Ali KAMAL,22/05/2025 20:36,,Marketing contact,07/05/2025 11:35,671362664
2.84403E+11,,New RingOver Contact,,33770025453,Youssef Ak-kad,07/05/2025 11:14,,Non-marketing contact,07/05/2025 11:14,
2.84481E+11,Jean-paul superchat,,,33781580424,Youssef Ak-kad,07/05/2025 10:35,,Non-marketing contact,07/05/2025 10:40,
2.8445E+11,,,geoffrey.mignard@parentheseparisienne.com,,,,,Marketing contact,07/05/2025 09:34,
2.84066E+11,Jad,Gelly,gelly13200@gmail.com,33744757455,Aymane Benani,,,Marketing contact,07/05/2025 03:46,7844757455
2.83722E+11,,,meshachmeshach34@gmail.com,,,,,Marketing contact,06/05/2025 22:27,
2.8367E+11,Yanis,Bouziane,yanisbou9@gmail.com,33629500225,Youssef Ak-kad,08/05/2025 10:53,,Marketing contact,06/05/2025 22:04,33629500225
2.83589E+11,Hassen,BOUSNOUNE,lepalaisg03000@outlook.com,,,,,Marketing contact,06/05/2025 21:17,
2.83652E+11,Sandra,Jolivet,joliekat00@gmail.com,685990101,,,,Marketing contact,06/05/2025 20:52,
2.77196E+11,Akim,Karrai,chickenspot13000@gmail.com,33658397129,Youssef Ak-kad,08/05/2025 11:47,,Marketing contact,06/05/2025 18:39,33658397129
2.83369E+11,Omar,,,33751419878,Aymane Benani,06/05/2025 15:48,,Non-marketing contact,06/05/2025 15:45,
2.66204E+11,KARA,HOLDING,contact.kaz92@gmail.com,,,,,Marketing contact,06/05/2025 15:22,
2.83373E+11,Fawad,Darayee,ppf.france2024@gmail.com,,,,,Non-marketing contact,06/05/2025 15:21,783707757
2.83328E+11,,New RingOver Contact,,33765518544,Youssef Ak-kad,06/05/2025 14:10,,Non-marketing contact,06/05/2025 14:10,
2.83342E+11,nimaga,,,33771252148,Aymane Benani,09/05/2025 12:32,,Non-marketing contact,06/05/2025 13:43,
2.86821E+11,Fahim,MARMARA,azimifahim2017@gmail.com,33761280046,Aymane Benani,16/05/2025 16:59,,Non-marketing contact,06/05/2025 12:22,33761280046
2.86018E+11,Lahoucine,OUFQIR,mola92y@gmail.com,33767501140,Ali KAMAL,06/05/2025 12:28,,Marketing contact,06/05/2025 12:14,33767501140
2.70415E+11,Benjamin,Rylewski,louis.trentin@gmail.com,33615351287,Aymane Benani,19/05/2025 11:40,,Marketing contact,06/05/2025 12:03,33615351287
2.83201E+11,ahkim,laazab,papicha1987@hotmail.fr,33768157485,Aymane Benani,09/05/2025 10:43,,Marketing contact,06/05/2025 11:36,33768157485
2.83253E+11,,New RingOver Contact,,33659599998,Aymane Benani,06/05/2025 11:20,,Non-marketing contact,06/05/2025 11:24,
2.83083E+11,,street food ,,33651751874,Aymane Benani,06/05/2025 10:55,,Non-marketing contact,06/05/2025 10:55,
2.83179E+11,Hafidha,Meguellati,adad@netcourrier.com,33622831273,Youssef Ak-kad,08/05/2025 12:14,,Marketing contact,06/05/2025 10:24,33622831273
2.82597E+11,,,billybobdu9723@hotmail.com,,,,,Marketing contact,06/05/2025 00:54,
2.8259E+11,Monzale,Mbemba,monza.mbemba@hotmail.fr,33663997822,Youssef Ak-kad,08/05/2025 15:22,,Marketing contact,06/05/2025 00:44,33663997822
